rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
19-22-21,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,2,0,0,7,0
2-5-9,132,0,1,110,1,1,164,0,1,350,19,1,151,7,1,83,2,1,68,5,1,1058,34,1
3-8-13,55,0,1,41,0,1,41,0,1,44,0,1,29,3,1,26,0,1,34,2,1,270,5,1
12-11-3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
15-22-28,204,0,1,14,1,1,35,0,1,2,9,0,43,7,1,9,0,1,195,5,1,502,22,1
24-18-0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
11-13-17,4,0,1,2,1,1,9,0,1,1,0,1,3,1,1,1,0,1,0,1,0,20,3,1
14-15-19,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
7-15-17,4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0,1
7-6-6,38,2,1,21,2,1,26,1,1,3,0,1,4,0,1,13,1,1,5,5,1,110,11,1
13-8-0,0,11,0,0,2,0,0,8,0,0,0,1,0,3,0,0,3,0,0,0,1,0,27,0
11-12-7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
9-7-3,0,0,1,0,1,0,0,8,0,1,3,0,0,2,0,0,2,0,0,0,1,1,16,0
7-16-21,11,0,1,31,0,1,1,0,1,4,0,1,2,0,1,0,0,1,4,0,1,53,0,1
17-22-26,18,5,1,4,4,1,7,47,0,18,62,0,14,25,0,1,48,0,1,34,0,63,225,0
10-12-9,0,2,0,0,4,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,9,0
4-8-12,149,0,1,186,0,1,213,1,1,222,11,1,271,13,1,126,3,1,130,8,1,1297,36,1
9-9-11,4,2,1,6,3,1,14,6,1,2,0,1,3,1,1,5,2,1,5,0,1,39,14,1
20-14-1,0,15,0,0,3,0,0,23,0,0,3,0,0,12,0,0,9,0,0,0,1,0,65,0
7-14-16,11,0,1,0,0,1,1,0,1,3,0,1,0,0,1,2,0,1,1,0,1,18,0,1
12-10-3,0,1,0,0,2,0,0,4,0,4,5,0,1,0,1,0,2,0,0,0,1,5,14,0
13-23-29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,106,0,1,106,0,1
20-25-30,1,1,1,1,2,0,3,12,0,2,10,0,3,20,0,1,1,1,0,3,0,11,49,0
21-26-29,0,2,0,1,3,0,4,24,0,1,0,1,2,5,0,0,1,0,3,8,0,11,43,0
10-17-21,254,0,1,226,0,1,286,0,1,359,2,1,415,12,1,157,0,1,250,6,1,1947,20,1
14-15-15,3,6,0,24,14,1,18,34,0,19,3,1,16,24,0,6,70,0,1,62,0,87,213,0
8-12-16,75,1,1,65,6,1,117,1,1,77,29,1,171,63,1,36,6,1,65,27,1,606,133,1
22-19-8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
17-21-27,0,0,1,0,0,1,1,0,1,2,0,1,0,0,1,0,0,1,4,0,1,7,0,1
5-4-5,8,0,1,5,0,1,19,0,1,1,0,1,2,0,1,5,0,1,3,0,1,43,0,1
14-8-2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
9-8-1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
11-15-21,4,0,1,0,0,1,11,0,1,3,0,1,13,0,1,2,0,1,0,0,1,33,0,1
2-1-2,18,3,1,19,0,1,28,2,1,3,0,1,14,0,1,13,1,1,5,0,1,100,6,1
18-22-22,0,1,0,0,4,0,0,7,0,0,1,0,0,30,0,0,11,0,2,3,0,2,57,0
8-15-17,3,0,1,4,0,1,11,0,1,12,0,1,0,0,1,0,0,1,4,0,1,34,0,1
24-26-30,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,0,1
8-10-17,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1
22-17-5,0,3,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
3-8-14,5,0,1,2,0,1,2,0,1,6,0,1,2,0,1,6,0,1,3,0,1,26,0,1
7-7-5,2,0,1,0,3,0,4,4,1,4,1,1,3,2,1,22,0,1,9,0,1,44,10,1
11-11-8,1,10,0,0,8,0,0,5,0,0,0,1,0,0,1,0,6,0,0,2,0,1,31,0
25-19-0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
22-25-29,0,0,1,0,0,1,3,0,1,1,0,1,5,0,1,0,0,1,2,0,1,11,0,1
26-19-1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0
19-22-24,1,12,0,0,26,0,3,42,0,2,38,0,2,39,0,0,10,0,0,19,0,8,186,0
21-19-20,0,7,0,0,4,0,0,21,0,1,23,0,0,0,1,0,0,1,0,3,0,1,58,0
11-12-12,18,8,1,43,22,1,32,7,1,35,0,1,36,5,1,24,30,0,9,27,0,197,99,1
10-9-2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0
25-28-29,0,0,1,0,0,1,0,0,1,5,0,1,1,0,1,0,0,1,0,0,1,6,0,1
5-5-4,90,11,1,73,7,1,53,47,1,16,17,0,33,1,1,207,3,1,142,2,1,614,88,1
22-23-25,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
24-27-30,0,0,1,0,0,1,1,0,1,2,0,1,5,0,1,0,0,1,2,0,1,10,0,1
19-19-16,0,0,1,0,0,1,0,39,0,0,0,1,0,1,0,0,0,1,0,0,1,0,40,0
16-16-19,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
16-23-29,295,0,1,1,0,1,19,0,1,32,37,0,240,7,1,2,0,1,133,23,1,722,67,1
20-23-27,0,0,1,0,0,1,0,0,1,1,0,1,4,0,1,1,0,1,1,0,1,7,0,1
15-25-30,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
6-14-16,4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0,1
12-13-11,3,3,1,1,3,0,1,6,0,0,0,1,1,3,0,2,3,0,0,1,0,8,19,0
6-7-11,1,1,1,2,0,1,4,3,1,5,0,1,2,0,1,1,0,1,0,0,1,15,4,1
19-21-21,0,20,0,3,76,0,2,146,0,0,0,1,7,98,0,0,67,0,1,66,0,13,473,0
15-16-20,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
8-11-7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18-19-18,9,507,0,31,1912,0,0,609,0,15,82,0,5,106,0,0,1032,0,0,21,0,60,4269,0
18-12-0,0,13,0,0,6,0,0,61,0,0,1,0,0,9,0,0,9,0,0,0,1,0,99,0
22-17-1,0,4,0,0,4,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,1,0,13,0
16-14-5,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,6,0
14-14-17,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,2,1,1
6-5-2,0,3,0,0,10,0,0,23,0,1,15,0,0,3,0,0,0,1,0,9,0,1,63,0
15-20-23,43,53,0,64,6,1,51,60,0,36,19,1,78,44,1,11,15,0,21,14,1,304,211,1
17-17-9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13-13-8,0,3,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,7,0
10-13-11,0,12,0,0,3,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,20,0
10-5-0,0,3,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,8,0
10-19-23,183,0,1,165,0,1,145,0,1,255,0,1,109,0,1,164,0,1,97,0,1,1118,0,1
15-19-25,0,0,1,0,0,1,2,1,1,1,5,0,5,0,1,0,2,0,1,3,0,9,11,0
18-16-7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
8-10-15,1,0,1,0,1,0,1,2,0,1,0,1,5,0,1,0,0,1,0,1,0,8,4,1
15-19-21,10,18,0,52,330,0,25,82,0,37,9,1,34,8,1,40,18,1,10,10,1,208,475,0
10-16-20,327,2,1,275,11,1,417,1,1,263,9,1,341,58,1,127,1,1,220,38,1,1970,120,1
1-6-10,64,0,1,44,0,1,40,0,1,78,0,1,18,4,1,21,0,1,13,6,1,278,10,1
25-18-2,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,4,0
12-10-5,0,1,0,0,1,0,2,5,0,2,0,1,0,0,1,0,4,0,0,0,1,4,11,0
5-4-1,0,5,0,0,8,0,0,31,0,1,23,0,1,18,0,0,3,0,0,3,0,2,91,0
21-27-29,0,0,1,0,0,1,0,5,0,2,0,1,1,3,0,0,0,1,0,2,0,3,10,0
5-7-4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,4,0,1,5,1,1
11-10-6,0,2,0,0,2,0,1,1,1,2,0,1,0,0,1,0,1,0,0,0,1,3,6,0
3-1-1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0
15-13-7,0,2,0,0,3,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,1,1,9,0
12-19-25,5,0,1,10,3,1,21,0,1,19,15,1,5,0,1,8,0,1,19,5,1,87,23,1
1-6-6,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
9-6-2,0,5,0,0,4,0,0,8,0,0,2,0,0,4,0,1,1,1,0,0,1,1,24,0
1-7-13,2,0,1,0,0,1,1,0,1,2,0,1,0,1,0,0,0,1,0,1,0,5,2,1
11-14-19,3,0,1,5,1,1,8,0,1,7,1,1,7,0,1,0,0,1,6,0,1,36,2,1
0-4-9,16,0,1,1,0,1,0,0,1,3,0,1,0,0,1,2,0,1,0,0,1,22,0,1
4-10-11,0,0,1,1,0,1,2,0,1,0,0,1,1,2,0,0,0,1,1,0,1,5,2,1
15-15-10,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
19-19-20,4,436,0,80,396,0,6,302,0,6,282,0,3,232,0,1,340,0,0,103,0,100,2091,0
15-17-22,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
3-7-15,0,0,1,0,0,1,0,0,1,14,0,1,0,0,1,0,0,1,0,0,1,14,0,1
23-27-31,1,0,1,1,0,1,3,0,1,7,0,1,12,0,1,1,0,1,0,0,1,25,0,1
25-31-31,0,0,1,2,0,1,13,0,1,15,0,1,14,0,1,0,0,1,4,24,0,48,24,1
11-12-10,3,6,0,2,8,0,0,7,0,1,0,1,4,10,0,3,1,1,0,1,0,13,33,0
8-8-12,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
19-13-0,0,19,0,0,27,0,0,44,0,0,1,0,0,13,0,0,5,0,0,0,1,0,109,0
13-13-10,0,1,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,8,0
10-18-24,7,0,1,24,0,1,4,0,1,29,0,1,2,0,1,20,0,1,18,0,1,104,0,1
21-14-2,0,2,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
8-10-6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
2-2-4,15,0,1,23,0,1,85,6,1,32,6,1,57,12,1,11,2,1,14,0,1,237,26,1
16-17-11,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16-23-30,219,0,1,0,0,1,10,0,1,1,2,0,29,0,1,2,0,1,71,2,1,332,4,1
21-18-5,0,3,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
23-30-31,0,0,1,1,0,1,0,0,1,0,0,1,2,23,0,3,0,1,0,3,0,6,26,0
11-13-19,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,3,0,1
11-15-17,15,55,0,11,47,0,69,184,0,21,19,1,37,21,1,26,52,0,21,27,0,200,405,0
1-9-12,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
14-21-26,167,1,1,169,0,1,265,0,1,124,15,1,285,24,1,84,0,1,381,20,1,1475,60,1
1-8-10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
10-10-4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16-14-11,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0
11-11-13,2,3,0,6,0,1,16,2,1,5,1,1,3,0,1,7,1,1,1,2,0,40,9,1
11-21-24,0,0,1,2,0,1,4,0,1,6,0,1,0,0,1,7,0,1,6,0,1,25,0,1
15-16-15,3,11,0,12,15,0,4,13,0,14,6,1,4,18,0,1,63,0,0,47,0,38,173,0
15-15-11,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
11-20-22,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,2,0,1
20-18-19,0,39,0,1,10,0,0,38,0,0,17,0,0,12,0,0,4,0,0,0,1,1,120,0
16-22-28,18,0,1,4,5,0,8,0,1,6,19,0,34,11,1,0,0,1,1,3,0,71,38,1
6-9-8,7,37,0,7,42,0,6,48,0,10,1,1,4,9,0,5,2,1,3,5,0,42,144,0
0-1-2,69,2,1,79,2,1,828,99,1,1256,239,1,243,91,1,100,10,1,45,10,1,2620,453,1
18-16-18,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
15-11-2,0,4,0,0,4,0,0,10,0,0,2,0,0,1,0,0,3,0,0,0,1,0,24,0
0-5-6,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,3,0,1,0,0,1,5,0,1
16-17-14,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
2-6-13,0,0,1,0,0,1,0,0,1,7,0,1,0,0,1,1,0,1,0,0,1,8,0,1
13-14-10,0,1,0,0,1,0,0,5,0,0,0,1,0,3,0,0,0,1,0,0,1,0,10,0
16-19-19,2,11,0,3,35,0,3,63,0,2,2,1,9,50,0,1,6,0,0,3,0,20,170,0
10-15-14,0,6,0,0,1,0,0,6,0,0,0,1,0,2,0,0,1,0,0,1,0,0,17,0
21-21-20,0,151,0,16,4211,0,0,16531,0,0,27,0,8,6287,0,0,7755,0,0,6027,0,24,40989,0
22-18-2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
9-14-19,82,0,1,136,3,1,107,0,1,62,21,1,147,17,1,68,0,1,57,8,1,659,49,1
14-9-1,0,4,0,0,1,0,0,12,0,0,2,0,0,7,0,0,3,0,0,0,1,0,29,0
26-29-31,1,0,1,1,1,1,9,0,1,6,0,1,19,0,1,1,0,1,15,0,1,52,1,1
17-23-31,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
12-17-19,28,29,0,8,5,1,43,134,0,31,35,0,61,58,1,7,38,0,18,23,0,196,322,0
21-26-27,0,0,1,0,0,1,0,7,0,2,0,1,0,0,1,0,0,1,1,0,1,3,7,0
19-17-7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17-23-27,36,25,1,1,77,0,5,177,0,33,126,0,17,96,0,3,19,0,4,31,0,99,551,0
5-12-17,20,0,1,55,0,1,26,0,1,22,2,1,15,1,1,9,0,1,60,3,1,207,6,1
24-19-4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
8-13-16,64,8,1,96,6,1,119,14,1,78,27,1,124,42,1,55,1,1,126,26,1,662,124,1
20-25-31,0,0,1,0,5,0,2,1,1,8,14,0,1,2,0,0,0,1,1,0,1,12,22,0
7-12-19,0,0,1,4,0,1,2,0,1,4,0,1,0,0,1,0,0,1,0,0,1,10,0,1
16-21-24,25,10,1,14,13,1,29,74,0,15,45,0,31,26,1,1,12,0,6,29,0,121,209,0
19-11-0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
14-14-12,0,2,0,1,2,0,0,4,0,0,0,1,2,4,0,0,101,0,0,882,0,3,995,0
7-4-0,0,20,0,0,35,0,0,82,0,0,36,0,0,16,0,0,8,0,0,16,0,0,213,0
18-21-27,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1
21-24-30,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
11-10-8,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,0,35,0,0,3,0,2,39,0
14-22-30,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,0,1,18,0,1
14-10-2,0,4,0,0,0,1,0,8,0,0,3,0,0,5,0,0,1,0,0,2,0,0,23,0
11-14-15,7,123,0,9,231,0,8,475,0,8,8,1,9,137,0,7,195,0,6,57,0,54,1226,0
4-5-6,84,39,1,238,76,1,523,65,1,354,46,1,992,29,1,173,38,1,449,19,1,2813,312,1
14-22-27,276,0,1,93,0,1,194,0,1,127,2,1,545,11,1,47,0,1,431,5,1,1713,18,1
11-13-9,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
4-11-16,7,0,1,33,0,1,16,0,1,4,1,1,6,0,1,9,0,1,5,0,1,80,1,1
14-12-10,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26-31-31,0,0,1,0,0,1,30,0,1,33,0,1,34,0,1,5,0,1,8,9,0,110,9,1
12-21-23,3,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,1
1-4-9,19,0,1,11,0,1,21,0,1,20,2,1,7,2,1,7,0,1,6,0,1,91,4,1
1-6-7,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,4,0,1,3,0,1,10,1,1
11-16-21,82,0,1,75,9,1,139,0,1,91,16,1,110,13,1,33,0,1,55,19,1,585,57,1
16-17-19,4,8,0,24,22,1,14,20,0,15,18,0,13,13,1,4,33,0,7,25,0,81,139,0
13-15-18,8,4,1,14,10,1,8,7,1,11,1,1,12,3,1,18,6,1,5,7,0,76,38,1
1-3-8,5,0,1,1,0,1,8,0,1,2,0,1,2,0,1,0,0,1,0,0,1,18,0,1
8-17-22,25,0,1,86,0,1,4,0,1,5,0,1,6,0,1,34,0,1,2,0,1,162,0,1
17-23-26,10,10,1,1,53,0,1,388,0,20,208,0,10,206,0,1,12,0,0,68,0,43,945,0
6-4-2,0,2,0,0,1,0,0,6,0,0,1,0,0,2,0,0,1,0,0,1,0,0,14,0
20-28-30,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,2,0,0,0,1,0,6,0
4-9-12,114,3,1,136,6,1,139,1,1,120,3,1,175,16,1,101,4,1,84,4,1,869,37,1
3-11-16,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1
8-14-19,110,0,1,144,7,1,89,0,1,56,14,1,207,2,1,118,0,1,98,23,1,822,46,1
17-11-3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
14-19-25,0,0,1,3,0,1,4,0,1,2,0,1,3,0,1,3,0,1,2,0,1,17,0,1
16-13-4,0,3,0,0,4,0,0,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,14,0
19-25-30,1,23,0,1,55,0,3,143,0,6,270,0,2,236,0,2,11,0,1,77,0,16,815,0
17-18-15,0,0,1,0,1,0,0,18,0,0,0,1,0,0,1,0,0,1,0,0,1,0,19,0
5-3-1,0,8,0,0,0,1,0,9,0,1,6,0,0,8,0,0,5,0,0,3,0,1,39,0
18-26-31,58,4,1,0,0,1,1,0,1,0,10,0,0,5,0,1,1,1,4,43,0,64,63,1
2-1-3,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,2,1,1
23-26-28,0,0,1,0,0,1,0,0,1,3,0,1,2,0,1,0,0,1,3,0,1,8,0,1
5-8-7,6,28,0,13,28,0,26,35,0,8,4,1,6,10,0,7,2,1,8,6,1,74,113,0
19-25-27,0,1,0,0,2,0,1,61,0,4,9,0,5,14,0,0,2,0,2,5,0,12,94,0
14-15-11,0,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
2-3-2,1182,654,1,1770,157,1,1220,589,1,209,78,1,640,602,1,1017,268,1,973,70,1,7011,2418,1
16-15-8,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
1-6-12,3,0,1,1,0,1,1,0,1,4,0,1,0,0,1,4,0,1,0,1,0,13,1,1
10-19-24,91,0,1,168,0,1,44,0,1,158,0,1,9,0,1,106,0,1,28,0,1,604,0,1
6-9-9,10,124,0,16,112,0,57,184,0,25,33,0,22,85,0,10,33,0,23,76,0,163,647,0
14-13-15,0,0,1,0,0,1,1,1,1,2,0,1,0,0,1,0,1,0,0,0,1,3,2,1
6-3-2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
6-8-7,21,67,0,18,68,0,36,74,0,33,0,1,8,16,0,28,2,1,8,6,1,152,233,0
10-14-13,0,45,0,0,45,0,0,102,0,0,18,0,0,12,0,1,8,0,0,23,0,1,253,0
15-13-3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4-6-11,7,0,1,3,0,1,5,0,1,10,0,1,14,0,1,0,0,1,6,0,1,45,0,1
4-5-3,6,8,0,9,8,1,27,112,0,1,13,0,0,17,0,157,126,1,188,1,1,388,285,1
15-17-17,2,3,0,9,2,1,9,16,0,2,2,1,1,11,0,1,13,0,2,5,0,26,52,0
20-12-1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,6,0
17-15-11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
21-22-20,0,0,1,0,31,0,0,192,0,0,0,1,0,104,0,0,42,0,0,148,0,0,517,0
6-4-0,0,39,0,0,36,0,0,73,0,0,47,0,0,19,0,0,12,0,0,11,0,0,237,0
17-16-14,0,12,0,0,11,0,0,1119,0,0,0,1,0,0,1,0,105,0,0,4,0,0,1251,0
1-2-6,1,0,1,2,0,1,3,0,1,6,2,1,5,0,1,0,0,1,0,0,1,17,2,1
9-13-20,0,0,1,0,0,1,1,0,1,3,0,1,2,0,1,0,0,1,1,0,1,7,0,1
13-12-11,1,1,1,1,1,1,22,0,1,0,0,1,0,0,1,4,64,0,1,17,0,29,83,0
3-6-11,20,0,1,31,0,1,40,0,1,76,3,1,24,0,1,21,0,1,13,0,1,225,3,1
17-24-29,57,3,1,1,25,0,25,54,0,49,75,0,163,73,1,3,33,0,1,29,0,299,292,1
10-18-22,172,0,1,254,0,1,272,0,1,430,0,1,270,0,1,223,0,1,203,0,1,1824,0,1
6-12-18,1,0,1,47,0,1,12,0,1,17,0,1,6,2,1,10,0,1,17,1,1,110,3,1
11-11-11,51,28,1,56,15,1,111,15,1,81,1,1,76,12,1,42,21,1,20,37,0,437,129,1
5-5-9,2,0,1,0,0,1,2,0,1,1,0,1,2,0,1,0,0,1,0,0,1,7,0,1
19-27-31,9,3,1,0,0,1,0,0,1,0,30,0,0,31,0,3,0,1,3,40,0,15,104,0
14-12-9,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
10-7-0,0,6,0,0,9,0,0,12,0,0,4,0,0,4,0,0,3,0,0,0,1,0,38,0
11-18-24,7,0,1,24,0,1,4,0,1,40,14,1,4,0,1,13,0,1,11,0,1,103,14,1
6-12-13,0,0,1,0,0,1,1,7,0,1,12,0,1,2,0,1,70,0,3,1,1,7,92,0
15-17-19,12,28,0,52,32,1,30,24,1,54,9,1,43,16,1,15,56,0,33,26,1,239,191,1
10-12-13,9,45,0,14,61,0,26,322,0,14,15,0,14,113,0,21,237,0,10,35,0,108,828,0
19-23-25,0,8,0,0,7,0,0,79,0,3,7,0,7,58,0,1,1,1,2,4,0,13,164,0
17-16-16,4,17,0,16,18,0,2,116,0,20,55,0,1,20,0,3,1569,0,0,354,0,46,2149,0
2-7-13,4,0,1,2,0,1,7,0,1,9,0,1,1,0,1,0,0,1,3,1,1,26,1,1
8-17-23,4,0,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,7,0,1
11-15-18,61,13,1,57,25,1,166,92,1,60,66,0,83,59,1,71,8,1,45,39,1,543,302,1
12-15-18,29,10,1,31,19,1,53,22,1,27,3,1,35,9,1,51,5,1,20,7,1,246,75,1
20-23-28,0,0,1,0,0,1,4,0,1,1,0,1,4,0,1,0,0,1,1,0,1,10,0,1
6-13-19,0,0,1,65,0,1,7,0,1,8,0,1,1,0,1,1,0,1,30,3,1,112,3,1
10-11-5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
3-7-13,8,0,1,9,0,1,7,0,1,7,0,1,5,1,1,8,0,1,3,0,1,47,1,1
16-14-4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
22-23-24,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
8-9-12,3,0,1,3,2,1,6,0,1,7,1,1,4,0,1,2,0,1,3,0,1,28,3,1
2-5-8,278,0,1,327,8,1,403,6,1,801,44,1,576,12,1,312,22,1,210,7,1,2907,99,1
17-17-17,10,80,0,86,211,0,9,385,0,29,221,0,8,104,0,2,2213,0,1,332,0,145,3546,0
15-11-3,0,3,0,0,1,0,0,8,0,0,0,1,0,1,0,0,4,0,0,0,1,0,17,0
10-13-19,1,0,1,0,0,1,0,0,1,1,0,1,6,0,1,0,0,1,1,0,1,9,0,1
11-10-2,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
12-19-21,2,0,1,11,2,1,32,1,1,4,2,1,18,12,1,2,0,1,0,0,1,69,17,1
18-19-21,3,64,0,24,32,0,26,48,0,41,39,1,26,65,0,1,18,0,2,24,0,123,290,0
23-19-2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7-13-17,99,0,1,83,0,1,179,0,1,127,34,1,282,5,1,148,0,1,143,20,1,1061,59,1
14-15-13,1,2,0,1,3,0,1,4,0,1,1,1,2,3,0,0,4,0,0,33,0,6,50,0
20-13-0,0,27,0,0,28,0,0,26,0,0,0,1,0,5,0,0,3,0,0,0,1,0,89,0
15-15-14,13,44,0,33,18,1,18,31,0,42,11,1,14,25,0,7,289,0,0,903,0,127,1321,0
