rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
20-30-31,0,1,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,1,1,1,1,1,12,0
35-47-52,0,2,0,0,1,0,0,64,0,0,18,0,1,24,0,0,0,1,0,7,0,1,116,0
55-59-63,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
37-42-46,1,4,0,1,1,1,0,7,0,1,0,1,0,4,0,0,1,0,0,3,0,3,20,0
29-30-24,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18-11-2,0,0,1,0,1,0,0,3,0,0,2,0,0,2,0,0,0,1,0,0,1,0,8,0
53-58-63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1,3,0,1
16-32-45,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1
17-18-10,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
11-8-4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0
40-47-47,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,5,0
10-17-29,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
27-34-42,2,1,1,4,0,1,4,2,1,4,3,1,4,0,1,1,2,0,3,2,1,22,10,1
28-26-22,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,5,0,0,3,0,0,9,0
2-7-9,21,4,1,23,1,1,62,31,1,228,91,1,195,57,1,97,16,1,30,9,1,656,209,1
37-28-8,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0
5-3-0,0,8,0,0,13,0,0,18,0,0,0,1,1,10,0,0,2,0,2,2,1,3,53,0
28-19-1,0,4,0,0,1,0,0,3,0,0,0,1,0,2,0,0,3,0,0,0,1,0,13,0
17-36-44,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1
21-33-34,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
28-20-0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
6-14-28,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1
10-9-10,4,0,1,4,0,1,9,0,1,1,0,1,0,0,1,5,0,1,2,0,1,25,0,1
14-23-22,0,0,1,0,2,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,1,1,5,0
7-15-22,27,0,1,62,0,1,53,0,1,71,1,1,56,4,1,48,0,1,41,1,1,358,6,1
40-45-45,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
5-9-10,29,28,1,39,11,1,188,55,1,253,69,1,187,32,1,76,11,1,111,18,1,883,224,1
20-25-34,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1
28-15-0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
24-42-50,6,0,1,27,0,1,24,0,1,99,0,1,47,0,1,24,0,1,41,0,1,268,0,1
4-13-26,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
34-47-51,0,0,1,0,0,1,0,25,0,0,0,1,1,7,0,0,0,1,0,0,1,1,32,0
30-32-37,0,0,1,3,1,1,1,0,1,3,0,1,1,0,1,0,1,0,0,5,0,8,7,1
19-17-7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5-8-5,21,41,0,9,32,0,50,52,0,0,5,0,0,8,0,18,23,0,10,1,1,108,162,0
21-30-29,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,0,12,0
28-41-49,44,0,1,142,3,1,87,1,1,60,9,1,144,6,1,32,2,1,43,8,1,552,29,1
9-16-26,2,0,1,2,0,1,3,0,1,5,0,1,6,0,1,0,0,1,3,0,1,21,0,1
43-57-60,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,0,4,0
32-37-37,0,4,0,0,0,1,2,8,0,0,0,1,0,4,0,0,1,0,0,0,1,2,17,0
36-36-40,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
9-7-5,1,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,1,5,0
29-47-60,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,45,0,1,47,0,1
21-18-19,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
32-23-1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
20-15-3,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,4,0
29-39-47,3,2,1,1,3,0,13,0,1,8,4,1,5,4,1,1,0,1,5,1,1,36,14,1
19-22-25,7,0,1,1,3,0,4,3,1,0,1,0,1,2,0,0,0,1,0,0,1,13,9,1
18-35-45,21,0,1,42,0,1,5,0,1,10,0,1,6,0,1,62,0,1,1,0,1,147,0,1
34-49-63,7,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0,0,1,0,0,1,13,0,1
41-42-39,0,42,0,0,112,0,0,88,0,0,3,0,0,195,0,0,72,0,0,20,0,0,532,0
26-33-32,0,10,0,0,13,0,0,51,0,0,0,1,2,3,0,0,0,1,0,12,0,2,89,0
18-21-21,5,1,1,5,10,0,3,6,0,3,0,1,2,0,1,5,4,1,0,0,1,23,21,1
13-19-17,0,2,0,1,7,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,1,13,0
45-51-52,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6-17-21,0,0,1,0,0,1,2,0,1,2,0,1,1,0,1,0,0,1,1,0,1,6,0,1
9-17-21,10,1,1,13,2,1,25,2,1,5,3,1,54,2,1,10,5,1,21,1,1,138,16,1
0-10-16,3,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0,1
31-48-58,3,0,1,0,0,1,0,0,1,0,0,1,4,0,1,0,0,1,2,1,1,9,1,1
9-19-28,8,0,1,9,0,1,20,0,1,20,1,1,11,0,1,12,0,1,15,0,1,95,1,1
41-46-56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
19-34-40,1,0,1,4,0,1,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,8,1,1
38-36-40,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
8-7-1,0,2,0,0,3,0,0,7,0,0,5,0,0,3,0,0,1,0,0,0,1,0,21,0
5-8-13,15,6,1,28,0,1,42,0,1,26,3,1,31,2,1,20,2,1,21,1,1,183,14,1
18-16-16,2,0,1,0,0,1,2,0,1,2,0,1,0,0,1,1,0,1,0,0,1,7,0,1
17-31-36,2,0,1,0,0,1,2,0,1,0,0,1,0,3,0,2,0,1,0,0,1,6,3,1
36-35-35,0,55,0,4,3,1,0,282,0,3,122,0,1,11,0,0,257,0,0,67,0,8,797,0
29-29-24,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0,0,138,0,0,144,0
16-17-17,13,1,1,12,1,1,25,1,1,25,2,1,30,0,1,5,1,1,3,3,1,113,9,1
32-39-37,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
15-22-27,6,2,1,6,4,1,12,5,1,10,52,0,19,17,1,8,2,1,16,27,0,77,109,0
5-10-19,2,0,1,0,0,1,5,0,1,9,0,1,5,0,1,0,0,1,2,0,1,23,0,1
45-30-1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,6,0
40-30-3,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,4,0
27-45-55,0,0,1,0,0,1,28,0,1,15,0,1,59,0,1,3,0,1,19,0,1,124,0,1
32-35-36,2,0,1,2,1,1,4,11,0,3,2,1,4,8,0,0,3,0,0,7,0,15,32,0
16-18-11,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
27-37-44,7,2,1,4,3,1,9,5,1,12,7,1,18,25,0,6,1,1,8,5,1,64,48,1
8-15-21,41,0,1,76,3,1,87,0,1,55,4,1,113,8,1,25,0,1,40,0,1,437,15,1
16-23-30,8,1,1,7,2,1,5,0,1,9,3,1,28,8,1,6,0,1,8,9,0,71,23,1
44-53-61,1,0,1,0,0,1,0,1,0,1,0,1,3,0,1,0,0,1,0,0,1,5,1,1
39-51-57,0,0,1,1,0,1,1,14,0,0,6,0,0,10,0,0,0,1,0,4,0,2,34,0
33-40-48,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
10-22-31,15,0,1,8,0,1,7,0,1,7,0,1,10,0,1,3,0,1,12,0,1,62,0,1
32-39-44,4,6,0,7,0,1,5,3,1,9,4,1,9,3,1,0,3,0,2,3,0,36,22,1
44-45-46,0,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
45-33-7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
14-22-29,15,1,1,14,0,1,25,3,1,27,10,1,65,12,1,5,1,1,18,9,1,169,36,1
35-34-23,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
23-20-12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
36-51-59,1,1,1,0,1,0,0,0,1,0,0,1,0,4,0,0,3,0,0,1,0,1,10,0
18-17-22,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
17-18-12,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
30-38-49,0,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,0,1,2,0,1,4,2,1
11-19-29,5,0,1,9,0,1,10,0,1,8,1,1,13,0,1,8,0,1,12,0,1,65,1,1
15-17-20,6,0,1,7,3,1,4,0,1,4,2,1,3,0,1,4,1,1,2,2,1,30,8,1
16-16-10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
42-49-56,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
42-30-5,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
15-26-35,14,0,1,17,0,1,23,0,1,19,4,1,64,5,1,20,0,1,28,2,1,185,11,1
8-15-16,1,10,0,2,27,0,39,23,1,44,14,1,25,15,1,6,13,0,14,8,1,131,110,1
35-40-44,2,14,0,9,5,1,1,9,0,3,1,1,3,2,1,0,6,0,2,2,1,20,39,0
41-39-39,0,811,0,1,315,0,0,1665,0,1,1952,0,0,496,0,0,67,0,0,111,0,2,5417,0
43-52-62,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
12-15-18,4,2,1,6,7,0,8,4,1,8,6,1,11,20,0,4,2,1,8,2,1,49,43,1
44-31-3,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,4,0
5-13-18,29,0,1,33,0,1,40,3,1,17,2,1,37,3,1,30,0,1,24,1,1,210,9,1
21-23-27,1,1,1,1,4,0,2,1,1,0,0,1,2,0,1,0,0,1,0,0,1,6,6,1
11-12-10,15,4,1,6,1,1,10,3,1,2,0,1,10,0,1,42,1,1,23,1,1,108,10,1
38-24-1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
30-26-26,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
19-24-22,0,8,0,0,7,0,0,13,0,0,0,1,0,0,1,0,0,1,0,3,0,0,31,0
31-20-5,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
8-18-31,1,0,1,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,0,1,4,0,1
26-33-31,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,3,0
12-26-34,3,0,1,5,0,1,3,0,1,7,1,1,6,0,1,7,0,1,4,0,1,35,1,1
3-15-25,3,0,1,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,6,0,1
37-35-34,0,63,0,4,28,0,0,607,0,1,136,0,0,63,0,0,300,0,0,8,0,5,1205,0
19-18-19,2,1,1,2,1,1,8,1,1,7,0,1,1,0,1,2,0,1,0,3,0,22,6,1
37-50-59,0,7,0,0,14,0,0,21,0,2,29,0,0,30,0,1,4,0,0,7,0,3,112,0
22-22-15,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
45-51-54,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
31-37-44,0,1,0,0,0,1,7,0,1,6,0,1,1,1,1,0,0,1,1,0,1,15,2,1
32-43-54,1,0,1,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,3,3,1
45-53-58,0,0,1,0,0,1,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,3,0,1
20-37-43,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1
25-24-23,5,5,1,8,2,1,10,1,1,7,0,1,1,1,1,7,5,1,0,3,0,38,17,1
39-26-2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,3,0
12-26-33,3,0,1,1,0,1,3,0,1,1,0,1,2,0,1,4,0,1,7,0,1,21,0,1
3-6-5,182,101,1,226,13,1,293,84,1,199,95,1,125,85,1,252,99,1,118,52,1,1395,529,1
40-27-0,0,3,0,0,12,0,0,9,0,0,0,1,0,0,1,0,1,0,0,0,1,0,25,0
6-18-31,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
17-32-40,12,0,1,6,0,1,11,0,1,19,0,1,12,0,1,7,0,1,10,1,1,77,1,1
29-47-56,0,0,1,0,0,1,1,0,1,9,0,1,0,0,1,0,0,1,8,0,1,18,0,1
28-32-31,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2,0,1
53-59-60,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
32-40-39,0,0,1,0,0,1,0,0,1,0,0,1,0,14,0,0,0,1,0,0,1,0,14,0
36-30-16,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
30-28-13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
22-38-49,2,0,1,10,0,1,2,0,1,22,0,1,1,0,1,10,0,1,4,0,1,51,0,1
26-16-2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0
23-36-48,0,0,1,0,0,1,2,0,1,0,6,0,0,0,1,2,0,1,0,0,1,4,6,0
7-8-3,0,1,0,0,2,0,0,3,0,0,0,1,0,1,0,0,0,1,1,0,1,1,7,0
20-37-47,22,0,1,37,0,1,21,0,1,27,0,1,1,0,1,45,0,1,3,0,1,156,0,1
26-22-9,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,3,0
33-43-48,1,0,1,1,0,1,1,11,0,0,2,0,1,3,0,1,1,1,1,0,1,6,17,0
34-40-39,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
4-14-19,2,0,1,4,0,1,1,0,1,3,0,1,2,0,1,2,0,1,0,0,1,14,0,1
12-13-16,9,0,1,7,3,1,12,0,1,4,0,1,3,0,1,4,1,1,7,0,1,46,4,1
10-18-22,8,2,1,9,2,1,40,12,1,23,7,1,31,8,1,20,22,0,7,9,0,138,62,1
33-22-0,0,1,0,0,0,1,0,5,0,0,0,1,0,3,0,0,0,1,0,0,1,0,9,0
24-31-39,5,0,1,2,0,1,8,0,1,3,0,1,6,0,1,1,0,1,6,3,1,31,3,1
37-28-10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
31-29-33,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
28-42-52,23,0,1,11,0,1,27,0,1,15,0,1,25,0,1,7,0,1,55,1,1,163,1,1
35-41-48,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,2,0,2,2,1
1-16-25,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
27-41-49,56,0,1,135,0,1,62,0,1,84,2,1,247,4,1,55,2,1,98,8,1,737,16,1
11-18-17,0,1,0,0,2,0,4,3,1,1,0,1,2,2,1,0,1,0,0,3,0,7,12,0
12-22-35,1,0,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,4,0,1
17-23-23,0,41,0,0,65,0,0,76,0,0,1,0,0,28,0,1,31,0,0,9,0,1,251,0
15-21-31,0,0,1,0,0,1,4,1,1,3,0,1,2,0,1,0,0,1,4,0,1,13,1,1
13-11-6,0,0,1,0,0,1,0,4,0,0,2,0,0,1,0,0,0,1,0,2,0,0,9,0
22-27-33,2,1,1,2,1,1,3,0,1,3,0,1,5,2,1,4,2,1,7,2,1,26,8,1
21-34-41,35,0,1,13,0,1,14,0,1,39,0,1,27,6,1,14,0,1,24,2,1,166,8,1
21-12-3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
23-30-33,1,24,0,1,30,0,2,59,0,1,1,1,5,1,1,0,34,0,0,5,0,10,154,0
9-19-21,0,0,1,0,0,1,0,0,1,4,6,0,0,0,1,0,0,1,1,0,1,5,6,0
27-38-47,21,0,1,22,2,1,35,0,1,45,2,1,48,5,1,14,0,1,10,12,0,195,21,1
24-35-42,31,1,1,33,3,1,31,21,1,24,11,1,57,15,1,26,0,1,38,5,1,240,56,1
30-44-50,7,0,1,2,1,1,7,5,1,13,1,1,16,3,1,0,0,1,7,0,1,52,10,1
16-25-38,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
37-36-38,0,25,0,4,1,1,0,7,0,2,6,0,0,3,0,0,1,0,0,0,1,6,43,0
18-34-43,54,0,1,82,0,1,17,0,1,26,0,1,26,0,1,45,0,1,16,0,1,266,0,1
16-23-32,1,0,1,1,0,1,8,2,1,4,1,1,13,0,1,1,0,1,5,1,1,33,4,1
7-10-6,1,2,0,0,4,0,3,3,1,0,0,1,0,5,0,2,33,0,9,0,1,15,47,0
29-37-45,2,2,1,2,0,1,4,0,1,4,0,1,4,0,1,1,2,0,1,0,1,18,4,1
31-37-38,2,6,0,0,29,0,3,34,0,1,0,1,2,2,1,0,0,1,0,4,0,8,75,0
36-33-36,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
27-31-36,0,1,0,3,4,0,1,0,1,1,1,1,5,0,1,5,0,1,1,1,1,16,7,1
27-41-47,12,0,1,57,1,1,8,0,1,11,0,1,29,1,1,21,0,1,18,0,1,156,2,1
22-23-23,6,2,1,14,2,1,9,3,1,5,0,1,7,0,1,4,3,1,0,2,0,45,12,1
9-7-10,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24-31-35,3,18,0,1,8,0,10,17,0,3,0,1,5,2,1,6,5,1,1,3,0,29,53,0
41-48-50,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,3,0
43-45-43,0,0,1,0,1,0,0,0,1,0,0,1,0,19,0,0,6,0,0,15,0,0,41,0
35-44-50,2,0,1,0,0,1,0,3,0,2,0,1,1,2,0,0,15,0,0,2,0,5,22,0
22-42-50,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0,0,1,7,0,1
25-27-30,0,1,0,1,2,0,3,1,1,1,0,1,2,1,1,2,5,0,1,0,1,10,10,1
9-12-20,2,0,1,0,0,1,0,0,1,2,0,1,2,0,1,0,0,1,0,0,1,6,0,1
16-15-9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,2,3,0
13-11-13,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,4,0,1
34-51-61,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1
17-29-42,1,0,1,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,0,1
0-11-24,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
45-56-59,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
25-24-25,1,2,0,2,0,1,1,0,1,4,0,1,2,1,1,0,2,0,0,0,1,10,5,1
20-29-41,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,2,0,1,4,0,1
22-23-13,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6-14-31,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
39-51-61,0,2,0,0,6,0,0,15,0,1,51,0,1,33,0,0,0,1,1,5,0,3,112,0
13-20-30,1,0,1,3,0,1,13,0,1,8,2,1,7,0,1,3,0,1,6,1,1,41,3,1
28-29-19,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
10-13-11,3,4,0,4,6,0,16,3,1,2,0,1,5,0,1,11,1,1,10,0,1,51,14,1
24-35-47,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,4,0,1,4,0
39-47-50,0,1,0,0,0,1,0,3,0,0,0,1,0,7,0,0,0,1,0,0,1,0,11,0
48-59-61,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
33-39-38,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,3,0
47-55-56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
27-27-27,3,2,1,8,5,1,8,10,0,19,0,1,13,2,1,3,7,0,1,10,0,55,36,1
10-14-20,10,0,1,9,1,1,31,0,1,8,0,1,29,0,1,6,0,1,20,1,1,113,2,1
21-26-23,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,0
3-7-7,94,14,1,83,2,1,249,82,1,448,321,1,260,139,1,213,63,1,115,28,1,1462,649,1
29-32-32,0,2,0,0,0,1,1,4,0,0,0,1,0,1,0,1,3,0,2,1,1,4,11,0
22-23-19,0,2,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,4,0
46-37-9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18-19-17,12,1,1,2,3,0,15,1,1,9,0,1,3,1,1,12,2,1,4,1,1,57,9,1
24-28-33,5,0,1,2,4,0,0,2,0,2,0,1,1,2,0,5,0,1,2,1,1,17,9,1
2-14-24,0,0,1,1,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1
33-46-57,11,0,1,0,5,0,1,0,1,8,9,0,83,16,1,1,0,1,4,10,0,108,40,1
36-41-40,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0
41-48-48,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
10-12-7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,16,0,1,16,1,1
43-46-56,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
24-23-20,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,11,0,0,2,0,1,14,0
3-5-10,8,0,1,5,0,1,21,0,1,13,1,1,4,4,1,0,0,1,5,0,1,56,5,1
10-17-27,3,0,1,0,0,1,7,0,1,4,0,1,7,0,1,2,0,1,5,0,1,28,0,1
23-31-40,8,0,1,4,2,1,6,0,1,3,1,1,7,1,1,1,0,1,2,1,1,31,5,1
11-18-32,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
24-31-36,8,2,1,4,4,1,8,8,1,4,0,1,7,1,1,12,2,1,2,1,1,45,18,1
21-22-27,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,2,0
13-22-29,19,0,1,21,2,1,24,2,1,23,4,1,64,2,1,11,5,1,24,5,1,186,20,1
4-16-26,2,0,1,0,0,1,3,0,1,3,0,1,1,0,1,1,0,1,0,0,1,10,0,1
38-24-2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0
35-34-38,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
32-41-50,1,1,1,1,0,1,1,3,0,1,2,0,2,0,1,1,0,1,0,0,1,7,6,1
42-35-14,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
15-26-27,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
27-26-19,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
18-24-25,1,21,0,1,44,0,0,140,0,0,6,0,1,57,0,1,137,0,0,17,0,4,422,0
31-40-45,2,9,0,9,0,1,5,9,0,4,0,1,18,3,1,3,4,0,2,0,1,43,25,1
48-36-5,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
48-63-63,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,3,0
22-17-6,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0
41-45-46,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,2,0,0,5,0
34-48-53,0,0,1,0,0,1,0,11,0,0,1,0,0,2,0,0,0,1,0,0,1,0,14,0
19-22-26,1,0,1,2,1,1,9,7,1,4,1,1,2,0,1,3,0,1,3,1,1,24,10,1
12-17-20,3,3,1,2,9,0,12,13,0,13,37,0,26,30,0,3,13,0,28,13,1,87,118,0
36-45-51,2,6,0,0,6,0,0,15,0,1,7,0,0,3,0,0,8,0,0,8,0,3,53,0
40-52-63,0,0,1,0,0,1,1,0,1,1,14,0,0,0,1,0,0,1,0,2,0,2,16,0
18-23-28,3,0,1,2,3,0,3,2,1,2,16,0,6,12,0,9,1,1,5,11,0,30,45,0
18-17-13,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
37-44-48,0,10,0,0,3,0,0,6,0,1,9,0,0,1,0,0,4,0,0,5,0,1,38,0
26-39-45,10,2,1,29,1,1,26,5,1,18,3,1,30,7,1,14,0,1,8,0,1,135,18,1
57-59-59,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
