rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
32-49-63,1,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,1,0,1,4,0,1
28-22-13,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
21-37-49,0,0,1,5,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,0,1,8,0,1
22-39-46,21,0,1,13,0,1,13,0,1,5,0,1,30,0,1,8,0,1,36,0,1,126,0,1
6-13-13,0,2,0,1,2,0,15,2,1,1,3,0,0,2,0,3,0,1,2,0,1,22,11,1
30-24-12,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
24-34-47,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
38-31-11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7-6-8,2,0,1,3,0,1,5,0,1,1,0,1,0,0,1,2,2,1,4,0,1,17,2,1
25-42-48,4,0,1,1,0,1,0,0,1,3,0,1,11,0,1,2,0,1,0,0,1,21,0,1
30-43-48,0,0,1,0,5,0,0,25,0,2,0,1,3,12,0,0,0,1,1,0,1,6,42,0
15-9-1,0,1,0,0,2,0,0,8,0,0,2,0,0,0,1,0,1,0,0,3,0,0,17,0
44-31-4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
19-15-9,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10-22-34,0,0,1,3,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,4,0,1
35-47-50,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
28-31-28,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
22-25-28,0,0,1,3,2,1,1,12,0,3,0,1,3,0,1,4,12,0,1,3,0,15,29,0
39-33-14,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-11-7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0-5-5,0,0,1,1,1,1,4,28,0,6,19,0,0,27,0,4,0,1,0,10,0,15,85,0
22-39-51,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1
19-24-29,3,1,1,1,2,0,3,0,1,4,11,0,7,20,0,2,1,1,2,4,0,22,39,0
23-40-45,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
33-35-35,0,2,0,2,2,1,1,18,0,1,1,1,1,4,0,0,6,0,0,7,0,5,40,0
40-46-56,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
35-45-50,1,0,1,0,6,0,0,38,0,0,4,0,0,3,0,0,11,0,0,6,0,1,68,0
25-36-48,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
14-21-25,1,4,0,1,4,0,12,16,0,7,43,0,11,18,0,2,16,0,15,26,0,49,127,0
13-18-17,4,20,0,3,16,0,0,13,0,2,0,1,1,5,0,1,1,1,0,3,0,11,58,0
17-17-12,0,1,0,0,1,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,1,2,6,0
7-10-8,18,44,0,8,6,1,24,64,0,7,9,0,9,13,0,32,71,0,46,4,1,144,211,0
49-55-63,0,0,1,0,0,1,6,0,1,1,0,1,1,0,1,0,0,1,1,0,1,9,0,1
25-31-39,0,0,1,7,0,1,3,1,1,2,0,1,1,0,1,0,0,1,0,0,1,13,1,1
25-21-11,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
39-40-38,0,959,0,8,2109,0,0,854,0,6,502,0,1,258,0,0,425,0,0,107,0,15,5214,0
16-25-37,0,0,1,0,0,1,0,0,1,0,0,1,5,0,1,0,0,1,1,0,1,6,0,1
13-15-15,14,2,1,13,1,1,18,3,1,23,0,1,21,0,1,15,3,1,4,6,0,108,15,1
1-2-4,2,0,1,3,0,1,47,0,1,23,13,1,3,0,1,4,0,1,5,0,1,87,13,1
43-33-8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
28-34-40,6,3,1,11,0,1,3,4,0,5,1,1,7,3,1,5,2,1,0,2,0,37,15,1
4-10-10,1,2,0,5,2,1,19,5,1,10,9,1,3,4,0,4,4,1,1,0,1,43,26,1
19-25-31,6,0,1,3,0,1,7,5,1,5,3,1,12,9,1,4,1,1,0,2,0,37,20,1
37-21-3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
30-28-21,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16-15-18,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
32-30-15,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
21-23-18,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,5,0
46-56-63,0,0,1,0,0,1,0,0,1,2,0,1,5,0,1,0,0,1,0,1,0,7,1,1
16-14-8,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,2,1,1
45-38-22,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16-14-15,0,0,1,2,0,1,4,0,1,2,0,1,0,0,1,3,0,1,0,1,0,11,1,1
45-36-8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
39-46-46,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,0,0,1,0,0,1,0,5,0
43-42-43,0,0,1,0,7,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,11,0
46-55-60,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,3,0,1
15-23-32,7,0,1,3,0,1,10,1,1,7,11,0,32,1,1,2,3,0,7,6,1,68,22,1
31-48-56,0,0,1,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,1,0,3,1,1
36-41-44,0,17,0,3,8,0,1,17,0,0,14,0,3,9,0,0,1,0,0,1,0,7,67,0
22-37-41,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
13-19-24,5,5,1,8,6,1,17,15,1,7,22,0,27,5,1,4,14,0,16,12,1,84,79,1
23-38-49,6,0,1,6,0,1,8,0,1,6,0,1,4,0,1,2,0,1,6,0,1,38,0,1
48-52-58,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14-30-42,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,1,0,1,3,0,1
17-21-19,1,8,0,0,4,0,0,10,0,1,0,1,0,2,0,0,0,1,0,1,0,2,25,0
31-27-16,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
6-9-10,61,14,1,177,15,1,308,31,1,344,40,1,532,17,1,130,7,1,188,10,1,1740,134,1
45-56-62,2,0,1,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,1,5,0,4,8,0
12-12-20,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
25-31-28,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10-22-29,6,0,1,2,0,1,4,0,1,6,0,1,9,2,1,3,0,1,9,0,1,39,2,1
9-10-7,2,2,1,1,0,1,5,33,0,0,6,0,0,1,0,63,4,1,65,0,1,136,46,1
38-44-52,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,0,1
8-14-9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
36-42-49,0,0,1,1,0,1,0,2,0,2,0,1,0,0,1,0,0,1,0,1,0,3,3,1
22-22-14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
7-5-5,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
9-9-13,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,4,0,1,7,0,1
29-31-32,1,5,0,5,1,1,4,15,0,1,0,1,2,5,0,2,13,0,0,6,0,15,45,0
31-23-2,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,3,0,0,0,1,0,6,0
27-26-18,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
27-42-54,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1,2,1,1
20-24-18,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
4-15-19,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,3,0,1
25-36-42,8,2,1,17,6,1,31,21,1,10,9,1,37,21,1,9,0,1,18,1,1,130,60,1
4-6-13,1,0,1,3,0,1,2,0,1,1,0,1,3,0,1,0,0,1,0,0,1,10,0,1
15-16-18,5,0,1,6,0,1,11,5,1,4,0,1,11,0,1,5,1,1,7,0,1,49,6,1
24-18-6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0
39-47-58,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
10-11-18,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1
33-47-54,3,0,1,0,4,0,2,9,0,15,7,1,31,10,1,0,0,1,0,0,1,51,30,1
1-1-3,0,0,1,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,1,0,3,1,1
27-32-31,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,1,1,4,0
2-12-24,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
35-37-40,2,13,0,28,23,1,1,7,0,4,7,0,4,5,0,2,14,0,1,3,0,42,72,0
29-22-2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
22-32-40,19,0,1,17,2,1,25,2,1,14,2,1,17,7,1,10,0,1,14,3,1,116,16,1
44-44-40,0,0,1,0,0,1,0,1,0,0,0,1,0,37,0,0,1,0,0,0,1,0,39,0
30-42-53,0,0,1,0,0,1,1,0,1,1,1,1,4,2,1,0,0,1,2,0,1,8,3,1
26-44-53,3,0,1,5,0,1,88,0,1,30,0,1,19,0,1,5,0,1,30,0,1,180,0,1
4-5-0,3,9,0,3,6,0,4,13,0,0,0,1,3,2,1,0,2,0,0,0,1,13,32,0
15-21-33,0,0,1,0,0,1,1,0,1,1,0,1,3,0,1,0,0,1,1,0,1,6,0,1
20-39-46,3,0,1,0,0,1,8,0,1,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1
11-10-10,3,0,1,11,0,1,6,0,1,1,0,1,3,0,1,5,0,1,0,0,1,29,0,1
18-26-34,8,0,1,9,0,1,14,0,1,4,2,1,18,2,1,4,1,1,5,1,1,62,6,1
44-50-54,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,3,0,1
33-25-4,0,1,0,0,1,0,0,1,0,0,0,1,0,4,0,0,2,0,0,0,1,0,9,0
46-46-41,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
9-12-12,28,6,1,27,23,1,69,47,1,21,2,1,71,19,1,23,5,1,14,9,1,253,111,1
30-23-7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
14-16-23,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,1
10-13-20,1,0,1,2,0,1,3,2,1,2,0,1,3,0,1,1,0,1,0,0,1,12,2,1
9-15-25,2,0,1,5,0,1,3,0,1,3,0,1,3,0,1,1,0,1,0,0,1,17,0,1
20-38-49,1,0,1,0,0,1,0,0,1,4,0,1,0,0,1,0,0,1,1,0,1,6,0,1
37-27-3,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,6,0
33-49-58,2,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,3,2,1
30-19-0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
6-5-5,3,0,1,2,0,1,2,3,0,1,0,1,2,1,1,4,1,1,2,0,1,16,5,1
7-12-13,12,20,0,7,27,0,95,38,1,68,41,1,125,17,1,15,6,1,51,20,1,373,169,1
0-11-25,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
42-39-19,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
33-47-57,21,0,1,0,9,0,3,2,1,38,2,1,209,14,1,0,1,0,4,7,0,275,35,1
19-23-19,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
5-18-27,2,0,1,1,0,1,1,0,1,4,0,1,1,0,1,0,0,1,1,0,1,10,0,1
28-33-39,0,0,1,9,7,1,2,0,1,2,1,1,9,0,1,0,2,0,2,3,0,24,13,1
37-40-45,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,3,0
42-43-44,0,0,1,0,45,0,0,0,1,0,0,1,0,1,0,0,2,0,0,15,0,0,63,0
11-18-26,10,0,1,16,0,1,11,3,1,13,1,1,33,1,1,5,0,1,25,0,1,113,5,1
9-12-14,10,7,1,22,33,0,90,14,1,32,17,1,163,19,1,23,7,1,85,4,1,425,101,1
35-35-34,1,34,0,23,156,0,2,111,0,11,21,0,3,34,0,0,540,0,0,26,0,40,922,0
32-48-62,28,0,1,0,0,1,5,0,1,0,0,1,0,0,1,0,0,1,12,0,1,45,0,1
15-13-4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0
16-20-25,6,0,1,7,5,1,6,0,1,6,6,1,8,7,1,2,0,1,4,1,1,39,19,1
25-28-30,1,1,1,2,1,1,5,2,1,4,0,1,1,1,1,8,12,0,3,2,1,24,19,1
42-33-5,0,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
35-33-33,0,1,0,1,2,0,0,12,0,4,12,0,0,1,0,0,74,0,0,23,0,5,125,0
40-56-60,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
0-7-11,2,0,1,3,0,1,2,0,1,4,0,1,4,0,1,7,0,1,0,0,1,22,0,1
10-19-28,7,0,1,14,0,1,24,0,1,23,2,1,20,1,1,10,0,1,13,0,1,111,3,1
18-28-31,1,1,1,0,0,1,2,6,0,1,0,1,0,1,0,1,0,1,5,0,1,10,8,1
49-55-60,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
10-11-20,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
30-21-6,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
21-30-32,0,3,0,0,3,0,1,23,0,0,5,0,0,1,0,0,15,0,1,1,1,2,51,0
44-44-39,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,0,4,0
28-38-39,0,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
18-27-25,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
19-21-21,6,0,1,12,3,1,4,3,1,6,0,1,11,1,1,5,0,1,2,2,1,46,9,1
37-55-63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
24-30-35,2,1,1,5,5,1,7,4,1,3,1,1,10,1,1,3,2,1,3,3,1,33,17,1
3-4-5,320,22,1,505,8,1,505,29,1,386,75,1,504,52,1,243,16,1,112,8,1,2575,210,1
38-41-45,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,0
3-7-6,14,6,1,14,13,1,64,56,1,73,42,1,43,25,1,85,40,1,33,14,1,326,196,1
18-23-34,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1,0,0,1,1,0,1,4,0,1
35-22-2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
26-38-45,16,4,1,44,3,1,31,7,1,29,10,1,32,33,0,25,1,1,25,1,1,202,59,1
38-34-27,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24-33-40,16,3,1,23,4,1,28,15,1,15,11,1,21,19,1,19,1,1,8,9,0,130,62,1
8-10-16,3,0,1,1,0,1,6,0,1,0,0,1,1,0,1,0,0,1,0,0,1,11,0,1
36-41-43,2,14,0,1,20,0,4,21,0,1,21,0,3,18,0,0,2,0,0,4,0,11,100,0
33-25-7,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0
27-28-33,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1
20-13-0,0,2,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,7,0
45-55-61,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,2,1,1
20-26-39,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1
20-20-19,9,7,1,10,0,1,21,1,1,22,0,1,7,1,1,19,5,1,3,2,1,91,16,1
35-23-0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
15-12-2,0,0,1,0,2,0,0,3,0,0,3,0,0,1,0,0,1,0,0,2,0,0,12,0
34-25-6,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
52-57-61,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
35-49-59,2,0,1,0,4,0,5,12,0,4,10,0,4,4,1,0,3,0,0,6,0,15,39,0
27-29-29,1,2,0,2,1,1,1,7,0,3,1,1,3,2,1,2,9,0,0,3,0,12,25,0
33-27-6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
28-26-30,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7-9-2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
32-31-34,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,6,0,0,8,0
14-17-26,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1
12-17-17,5,18,0,3,21,0,15,23,0,7,1,1,5,7,0,2,4,0,5,10,0,42,84,0
2-8-11,12,0,1,4,0,1,12,4,1,58,8,1,38,6,1,26,6,1,9,0,1,159,24,1
27-28-31,0,0,1,3,1,1,1,0,1,2,0,1,0,1,0,0,6,0,0,2,0,6,10,0
18-24-29,0,0,1,3,1,1,3,4,0,4,9,0,4,20,0,2,1,1,2,4,0,18,39,0
0-4-10,0,0,1,0,0,1,4,0,1,0,3,0,0,0,1,0,0,1,0,0,1,4,3,1
37-38-33,0,0,1,0,4,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,9,0
31-21-4,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0
9-10-5,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,1,2,0,11,0,1,12,6,1
8-11-18,1,0,1,4,0,1,5,0,1,5,0,1,4,0,1,2,0,1,2,0,1,23,0,1
44-37-12,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
23-15-3,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,9,0
16-26-35,12,0,1,13,0,1,21,0,1,15,4,1,19,0,1,8,0,1,11,3,1,99,7,1
26-38-46,25,3,1,73,2,1,52,3,1,88,6,1,79,8,1,28,2,1,34,39,0,379,63,1
25-27-24,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,2,0,0,0,1,4,2,1
32-46-61,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
0-4-3,1,0,1,0,0,1,7,15,0,12,17,0,8,12,0,9,5,1,2,8,0,39,57,0
9-21-35,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
11-25-31,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1
34-32-30,0,0,1,0,1,0,0,22,0,0,0,1,0,0,1,0,126,0,0,19,0,0,168,0
18-38-45,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2,0,1
25-27-25,6,1,1,1,2,0,0,0,1,1,0,1,1,2,0,1,5,0,0,1,0,10,11,0
2-13-24,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,3,1,1
39-50-61,0,0,1,0,2,0,1,2,0,0,10,0,0,5,0,0,0,1,0,2,0,1,21,0
29-31-26,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
34-50-56,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
23-12-2,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
40-45-53,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
39-30-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
34-41-49,0,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,0,0,1,2,1,1
17-23-24,1,28,0,0,44,0,4,97,0,0,16,0,2,135,0,2,177,0,1,32,0,10,529,0
19-18-16,2,0,1,1,0,1,8,0,1,0,0,1,0,1,0,5,6,0,1,0,1,17,7,1
25-34-40,11,7,1,12,2,1,17,18,0,17,25,0,17,15,1,9,1,1,19,6,1,102,74,1
28-39-49,3,0,1,0,1,0,6,0,1,1,4,0,7,3,1,1,0,1,1,3,0,19,11,1
31-30-16,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
11-11-2,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,2,0
38-41-39,0,8,0,0,2,0,0,2,0,0,7,0,1,7,0,0,8,0,0,0,1,1,34,0
18-31-37,10,0,1,3,0,1,10,0,1,5,0,1,7,4,1,4,0,1,4,0,1,43,4,1
3-5-6,336,53,1,572,78,1,837,54,1,933,412,1,969,90,1,345,46,1,155,44,1,4147,777,1
12-23-33,5,0,1,3,0,1,8,0,1,12,0,1,13,0,1,11,0,1,13,0,1,65,0,1
12-19-24,22,5,1,7,1,1,17,19,0,17,16,1,54,7,1,14,42,0,36,38,0,167,128,1
27-23-10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0
28-31-34,1,2,0,3,4,0,9,2,1,5,1,1,1,1,1,1,5,0,4,5,0,24,20,1
14-16-20,2,0,1,10,0,1,1,1,1,4,0,1,3,0,1,3,0,1,1,0,1,24,1,1
47-34-7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
9-20-24,4,0,1,3,0,1,2,0,1,3,0,1,2,1,1,0,1,0,4,3,1,18,5,1
8-8-5,8,2,1,0,3,0,2,5,0,1,2,0,2,2,1,23,0,1,72,2,1,108,16,1
5-11-22,0,0,1,0,0,1,2,0,1,2,0,1,0,0,1,0,0,1,1,0,1,5,0,1
10-10-12,5,1,1,4,0,1,14,1,1,4,0,1,12,0,1,4,0,1,8,0,1,51,2,1
7-7-9,3,1,1,10,0,1,26,1,1,12,1,1,25,0,1,4,0,1,18,0,1,98,3,1
32-25-4,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0
11-13-10,3,0,1,1,0,1,3,0,1,0,4,0,5,0,1,34,1,1,9,2,1,55,7,1
32-23-4,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0
21-32-35,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,1,0,1,0,0,1,1,3,0
33-38-50,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
30-41-53,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1
39-45-45,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,4,0,0,3,0,0,11,0
33-29-17,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
12-8-1,0,2,0,0,1,0,0,7,0,0,6,0,0,3,0,0,1,0,0,1,0,0,21,0
18-10-3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
29-37-40,0,27,0,0,69,0,2,14,0,2,2,1,5,2,1,0,4,0,0,6,0,9,124,0
15-26-32,17,0,1,9,0,1,18,4,1,7,4,1,23,0,1,7,0,1,20,2,1,101,10,1
20-31-41,24,0,1,26,1,1,31,0,1,21,2,1,25,0,1,7,0,1,8,6,1,142,9,1
28-44-56,1,0,1,0,0,1,5,0,1,0,0,1,1,0,1,0,0,1,11,0,1,18,0,1
32-19-1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
33-33-30,0,63,0,1,0,1,0,702,0,0,0,1,0,2,0,0,128,0,0,97,0,1,992,0
24-33-42,22,0,1,8,2,1,27,0,1,8,3,1,9,2,1,3,0,1,5,0,1,82,7,1
23-36-42,7,0,1,13,1,1,14,0,1,11,1,1,70,16,1,5,0,1,12,1,1,132,19,1
15-22-32,1,0,1,4,0,1,5,0,1,2,5,0,6,0,1,3,3,1,5,1,1,26,9,1
36-27-6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0
28-39-43,0,5,0,1,1,1,1,8,0,3,0,1,0,5,0,1,3,0,0,3,0,6,25,0
38-27-1,0,2,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,8,0
29-44-51,17,0,1,20,0,1,21,0,1,52,0,1,45,0,1,7,0,1,10,0,1,172,0,1
3-11-16,13,0,1,11,0,1,8,0,1,22,0,1,9,0,1,7,0,1,6,1,1,76,1,1
21-29-26,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,4,0
13-21-18,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
35-38-44,1,2,0,0,0,1,2,0,1,4,0,1,1,0,1,0,0,1,0,0,1,8,2,1
1-13-21,9,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,10,0,1
19-26-24,0,12,0,0,5,0,0,17,0,0,0,1,0,1,0,1,0,1,0,0,1,1,35,0
43-34-8,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0
